1,2,3,4,5
그렇게 좋냐? ,"형, 이거 해보니까 아주 간단하네. 이 길로 공사 나갈까? ",까불지 마! 딱 한번만 하는 거야! 내가 뭐라고 했냐?,사람들이 떨어졌다고요?  몇명이나 떨어졌죠?,한 1명 정도요. 
내가 왜 콱 목매달고 안 죽는 줄 아냐? ,좀 내리지? ,알어 알어. 오빠가 주식한다구 네 곗돈까지 날려서 미안한데 오빠가 왜 목을 안 매는지 이유는 들어보라니까. ,사람이 떨어졌다고요? 몇 미터 정도 떨어지셨죠?,한 1m 정도 돼요.
그 애는 누구야? 네 딸이냐?,내 딸도 아니구 내 조카도 아냐.,뭐?,정확한 주소를 할 수 있을까요?,부산 대운 아파트 3동 1호요.
너 무슨 짓 한 거야? ,"형씨, 내가 미쳤나봐. 아냐 아냐 이건 사람사는 게 아냐.",이게 뭔 짓이냐구!!,누가 찔렀나요?,잘 모르겠어요.
"그래, 애를 유괴했으면 다음 계획은 뭐냐? ",그런 거 없는데.,미친놈! 눈깔 뒤집고 애를 델구왔길래 엄청난 계획이라도 있는 줄 알았지. 그런 거 없는 놈이 애는 왜 델구와?,장례식장 주소좀 알려주시겠어요?,경기도 고양시 일산동구 백석동 332 이구요. 빨리좀 와주세요. 
빨랑 애 데리구 가!!,형씨!,나까지 콩밥먹게 하지말고 가란 말이야! 가서 유괴를 하든 몸값을 받아내든 네 맘대로해. 난 빼줘. ,주변에 다친 사람은 없나요?,네 지금 주변에 사람은 없는데 비행기안에 사람들이...
추워죽겠네! 전화 왜 안 받냐?,내가 이럴줄 알았어. 어떻게 인질을 골라두 저런 걸 고르냐? 네가 해봐! ,난 못하지. ,불이 얼마나 번졌나요?,한 10m 이동한거 같아요. 빨리좀 와주세요.
날씨도 춥구 유괴하기 좋은 날은 아냐 형씨!!,야 이 재수없는 놈!!,내가 재수가 없긴 없어. 근데 형씨두 만만치 않어. 어떻게 애를 유괴했는데 그 아비가 전화를 안 받냐?,혹시 그 남자가 어디서부터 따라오던가요?,종로 1가부터 따라왔어요. 
형! 이번 달 이자 어떻게 만들었어?,동창회 모임에 나가 회비들고 튀었다. ,동창생들이 죽인다고 그러겠는데. 난 우리 형 카드들고 튀었는데. ,환자분 숨은 쉬고 있나요?,네 미약하게 쉬고 있어요. 
우리 다시 하자.,뭐?,한번 해보니까 감이 딱 오더라. 그래도 우린 경험자잖아. ,신고자분 성함이 어떻게 되시나요?,홍길동 입니다. 
아주 쉽다니까! 집안 금고에 돈을 다발로 싸놓고 사는 놈이야. 지딸 죽는다는데 돈 안 내놓겠어,차라리 뺑소니차를 골라봐.,형 나몰라? 내가 부잣집 딸애 차에 칠 확률이 있다고 생각해?,아이 상태는 어떤가요?,지금 정신을 잃어서 빨리 오셔야 할거 같아요. 
다시 전화걸어!!,뭐?,우리 몫 오천은 받아야할 거 아냐? 다시 전화해서 3억오천 불러,지금 무기를 들고 있나요? ,네. 한사람이 깨진 병맥주를 들고 있어요. 빨리 와주세요. 
그놈이 누군지 너 아냐?,그걸 알면 내가 점쟁이를 하고 다니지. ,잘 생각해봐. 그놈은 우리가 저 애를 유괴하자마자 전화를 걸어왔어. 확 느낌이 안 오냐?  ,안 좋은 일이 일어날 수 있을거 같은데 잠시 따라 가 주실 수 있나요?,네 빨리 와주세요. 지금 **모텔 앞에 있습니다. 
형님!! 살려주세요. ,살아서 뭐 하려구? ,저 진짜 재수없는 놈인데요 그래두 한번 발악은 해봐야죠.,혹시 차량 번호를 확인 하셨나요?,네. 77마 334요. 검은색 밴이고요 강남 쪽으로 이동했어요. 
정말이라니까! 그놈한테만 얘기했다니까!,차라리 사방에 광고하고 다녀!! 유괴범이 나 유괴한다고 광고하고 유괴하러 가는 일도 있냐! ,그래두 경찰에 신고는 하지 않을 거야!!,누구한테 맞았어요?,다른 학교 학생들한테요.
니들 왜 그러냐? 이자내다 미쳤냐? ,내 딸 내놔!!,니 딸은 왜 나한테 찾어? ,다친분은 없나요?,모르겠어요.
뭐야? 왜 이렇게 늦게 전화해! 니들 왜 이렇게 게을러!! 사람 피말려 죽일 일 있어?,미안하다.,"왜, 뭐가 미안해? 니들 내 딸한테 뭔짓 했냐?",사망자가 많이 있나요?,사람이 너무 많아서 있을거예요. 서둘러서 와주세요. 
움직이지말고 가만히 있어요. 그놈이 지켜볼지도 모릅니다. ,시끄러! 내가 경찰에 신고를 한건 내 딸을 찾아달라는 거지 이렇게 마냥 기다리자는 거 아냐.,입다물어!! 그러다 범인이 눈치챈다니까!!,총알이 어디에 맞았나요?,왼쪽 어벅지랑 복부를 관통했어요. 
내 눈을 똑바로봐! 경찰이 널 놔둘 것 같아? 돈은 어떻게 갚구?,그럼 어떡해? 이대로 앉아서 죽어?,죽긴 왜 죽어!! 몸값을 받아내야지.,사망자가 있나요?,잘 모르겠어요. 빨리 와주세요.
형! ,네가 해야돼. 우릴 도와줄 놈은 아무도 없어. ,난 재수없는 놈이라니까. 내가 끼어들면 될 일도 안돼. 난 항상 그랬어. ,지금 다리가 어떤 상황인가요?,다리가 무너져서 위에 사람들 다 떨어지고 빨리 29가 와야 할것 같은데요.
형! 살좀 쪄라!! 이게 사내 몸이냐?,얼씨구! 금방까지 숨넘어간 놈이 누군데? ,형!,갑자기 뛰어들어서 어떻게 할 수가 없었어요.,지금 사고자는 어떻게 되었나요?
형! 우리가 처음에 유괴한 그 여자애 알지?,밥맛없게 그 얘긴 왜 꺼내!! ,형 궁금한 게 있어.,사람시체요?,위치가 어디시죠?
이 다리로 내가 갈 수는 없잖냐? 네가 수고 좀 해라. ,형!!,경찰이 나와 있으면 교도소구 그놈만 혼자 나와 있으면 돈이 쏟아진다. ,신고자분 성함이 어떻게 되시나요?,김민지 예요. 
형 나 찾지마. 미안해. 나 멀리 달아날 거야! 아무도 못찾게.,그러지 말고 돌아와!!,"형, 미안해. 미안한데 형 나 잡으러 못 와. 나 벌써 멀리 왔어.",버스가 승용차를 덮쳤다고요 ,지금 사고가 일어난건가요? 
오천이다. 네가 목숨걸어준 값이다. ,형!! 내가 잘못했어. 돈을 보니까 눈이 확 뒤집어지더라구.,"가, 이자식아!!",지금 산에서 위치가 어디쯤이신데요?,이제 조금만 더 가면 아래 **막걸리가 있는데 물이 너무 불어서 지나갈수가 없네
부탁이다. 제발 내 딸 돌려줘!! 제발 내 딸 돌려줘라!! 이렇게 빌게!!,내가 왜 널 용서해야하냐?,왜 용서해야 하냐구? 너두 아빠니까! 너두 딸 가진 아빠니까!!,위치가 어디쯤이세요?,청주 삼일 공원쪽입니다. 
뭐죠?,불법 좌회전 하셨습니다. ,아.. 제가 길을 잘 몰라서.. 또 좀 바빠서..,건물이 무너졌다고요?,다친 사람은 없나요? 
제가 잘못한 겁니까?,또 시작이네. 그만해라. 니 맘 다 알아.,"그 사람... 그니까, 그 분이 죄를 지었다는 건 명백한 거잖아요.",혹시 주변에 잡을 수 있는게 없나요?,너무 빨리 내려가고 있어서
지역 유지 분들이 식사자리 한 번 마련했으면 하는 눈치입니다만..,관례입니까?,그건 아니구.. 아무래도.. 은행 강도 때문에 예금율 떨어지고 땅값도 곤두박질치고  있는 관계로.. ,그 안에 사람이 많이 있나요?,네 많이 있어요. 빨리좀 와주세요. 
아이고.. 시간 맞춰 오셨네. 얼굴 왜 그래?,그냥 좀 피곤하네요. 장사 잘 되시죠?,자네 같은 사람만 없으면 우린 잘 되지.,지금 어떤 상황인가요?,한 남자가 여자 한명을 붙잡고 칼로 위협을 하고 있어요. 
그냥 대충.. 여기 켰다.. 껐다.. 괜찮으면 여기다가 싸인 하면 돼. 알지?,아.. 원래 이 시간에는.. 사람이 없구나.,뭐.. 원래 이 동네가 피서철 한철 장사하고 일 년 그렇게 가는 거지 뭐. ,누가 폭행을 하고 있는거죠?,1대 청년들인것 같은데 노인을 때리고 있어요. 
뭐야? 강도?,나 그냥.. 손님인데.,에이 아닌 거 같은데. 근데 왜 대기표 안 뽑아?,위치가 어떻게 되나요?,서울 서빙고 초등학교 맞은편이에요.
야 이 자식들.. 아닌 척 시치미 떼고 있었네.,전 그냥.. 비밀로 해야 한다길래..,근데 너.. 내가 검거조인지 어떻게 알았어?,네 알겠습니다. 혹시 다친사람은 없나요?,지금 대학교에서 MT 왔는데 몇명이 깔린거 같아요. 
아저씨는 지금 뭐하고 있어요?,아니 난.. 진짠 줄 알고..,"이 양반아, 그런 줄 알았으면 더더욱 쐈어야지. ",사람이 숨을 못쉬고 있다고요?,MT게임을 하다가 초코파이가 목에 막혀서 쓰러졌어요.
근데 안 잡고 뭐해요?,그게.. 반장이 사살 됐습니다.,강도가 누구라 그랬죠?,선생님이 나가지 말래요.,일단은 해경에 전화줬으니 그쪽에서 도움을 줄겁니다. 
나다. 서장.. 수고 많다. 좋아. 잘하고 있어. 잘하고 있구.. ,감사합니다. 그러니까.. 실제로 제가 막 하긴 해야 하는 거죠? 저는 강도니까..,"음? 음.. 물론... 절대로 가짜처럼 보이면 안 돼. 진짜처럼.. 이건 실제 상황이다. 무슨 말인지 알지...? 아, 그리고.. 한.. 30분 있다가 도경 애들이 뜰 거야. 괜찮아. 쫄지 말고.. 절대 잡히지 마라.",위치가 어딘지는 모르시죠?,제주도 가는중이에요. 어딘지는 모르겠어요.
타격대장입니다. 상황은 좀 어떻습니까? ,보시다시피.. 별로 나쁘지는 않네요.,"아니, 사람이 하나 죽었다는데 이게 큰일이지 작은 일입니까? 생각할 거 뭐 있습니까. 확 밀어버리면 되지.. ",정확이 어떻게 배가 뒤집혔는지좀 알 수 있을까요?,우리배가 피할 새도 없이 낚시배이랑 부딪혀서 뒤집혔어요.
저기... 험한 말은 좀 삼가주셨으면... 제 뱃속에 아이가 있거든요.,아.. 예.. 죄송합니다. 나름대로 좀 열심히 하려다 보니..,아니.. 그거야 강도 맘이니까 뭐라고 못하는데.. 그래도 좀 조심해 주셨으면..,지금 불이 어떻게 퍼지고 있나요?,"지금 가스통에 불이 퍼졌는데, 폭팔할것 같아요. "
고생이 많습니다..,네.. 뭐..,강도가 교통과 순경이라지요?,네 알겠습니다. 지금 자살을 하려고 하시는 분이 어떻게 자살을 하려고 하시는거죠? 남성인가요?,아파트 옥상에서 뛰어내리려고 하고 있어요. 네 남자요.
"이봐요, 이제 그만할 때도 되지 않았나요? 놔 봐요. 점장님도 그래요. 저 사람이 진짜 강도였어도 이러실 건가요?",진짜가 아니니까 이러지.,엄연히 근로기준법이라는 게 있다구요. ,발견한 시신이 아시는 분인가요?,아니요 모르는 사람이예요.
"와.. 그림 잘 그리시네요. 아니지, 이런 걸 도면이라고 하는 건가. ",고맙습니다. 원래는 잠 안 와서 커피 안 마시는데..,근데.. 잘은 모르지만.. 훈련이라곤 하지만.. 끝나면 많이 혼나시겠다. 동료분들 너무 애 먹여서..,알겠습니다. 혹시 길거리에서 보셨다는 분이 옷이 어떤 옷을 입고 계신 것 같으세요?,40대 중반인거 같은데 검은색 허름한 외투를 입고 있어요. 
대기하세요.,네?.. 하지만.. ,이건 예정에도 계획에도 없는 거니까. 너무 쉬운 건 재미없잖아요.,손님은 두 분이신가요?,아니요 세 명이예요. 
이거 좀 편집해서 아홉시 뉴스로 가보는 건 어때요?,아홉시 타려면 이걸론 힘들어. 더 센 게 들어와 줘야지.,경찰이 은행 강도 돼서 5시간째 인질 데리고 실탄까지 쐈어요. 이게 약해요?,** 대학교 앞이요? 정확히 학교앞 어떤 건물이 보이시나요?,앞에 이삭 토스트 집이 있어요. 이쪽으로 오시면 될거 같아요. 
별로 안 하고 싶은데요.,여태 안 갔냐?,인질이니까요. ,"** 중학교요, 지금 학교 폭력이 일어날 것 같아서 신고를 하신거 맞으시죠?",네. 지금 단체로 옥상에 끌려 가고 있어요. 
"뭡니까, 이게..",신경 마비 가스라는 건데 효과가 직빵입니다.,가스를 풀라구요?,스토킹 당하신지는 얼마나 되셨죠?,한 일주일 정도 됐어요. 
다 방법이 있지요.,예?,아까 실탄이 오발되면서 에어컨이 고장 났다는 정보가...,권선구 ** 빌라 앞이요.,어떻게 발견하셨어요?
순경 집에서도 그래요?,뭐.. 집에선 그냥.. 퇴근하면 지 방 들어가서 얌전히 텔레비전 보다가 누워 자고.. 그래도 방문 걸어 잠그고 버틴 적은 한 번도 없었던 것 같은데..,그 말이 아니라.. 집에서도 꽉 막혀갖구선 사람 말귀 못 알아듣고 그러냐구요.,알겠습니다. 사고자 분 연세가 어떻게 되실까요?,한 50대 정도로 보이네요. 일단은 내가 끌고 올라니까 빨리좀 와줘요.
저녁밥은 먹었냐?,일.. 끝나고 먹을라구요. 술 드셨네요.,뭐.. 잠도 안 오고 그래서..,맥도날드 있는곳 맞으신가요?,네 맞습니다. 
처음에 자신이 강도라는 사실을 알았을 때.. 기분이 어땠나요..?,처음에 딱 임무배정 받았을 땐 의외로 좀 담담했구요.. 그러다가.. 집에 가서 가만히 제가 할 일을 생각해봤는데.. 그 때부턴 잠도 안 오고.. 입맛도 없고.. 어릴 적에 소풍가기 전이랑 기분이 좀 비슷하더라구요.,은행 강도로써.. 이번 모의훈련을 어떻게 생각하세요?,불이 얼만큼 번졌나요?,지금 한 50m 정도 불이 번진거 같아요. 빨리 와주셔야 할것 같은데요. 
알았으니까 그만 좀 죽여라. 헬기는 준비됐는데 너도 알다시피 좀 복잡하다. 여기가 지형도 그렇고.. 군 비행 지대라 절차도 복잡하고..,절차.. 순서.. 그런 거 은행 강도한테는 의미 없음인데요.,여하튼 여기 전방에서는 그런 거 에누리 없다. 지킬 건 지켜줘야지. .. 헬기는 시 외곽 조용한 곳에 준비해 뒀다. ,다치신 분은 없으신가요?,"보안관 1명, 보석상 1명이 죽었어요."
저기.. 하나만 여쭤 봐도 되나요?,말해라.,병력들은 어디로 물리실 건지..,혹시 큰 길로 나가실 수 있나요?,주변에 큰 길이....
옥상에 병력들을 모두 올려 놔 주시면 좋을 것 같다는 생각이 문득 드네요. 제가 한 눈에 다 볼 수 있도록..,꼭 그렇게 까지 해야 되냐? ,그리고..,선생님 핸드폰으로 위치 조회 한번만 해볼게요. 일단은 경찰 출동시켰고 조금만 기다리시면 주변으로 도착할 겁니다. 조금만 기다리세요.,빨리좀 와주세요. 어떻게 해야 할지 모르겠어요. 
아깐 괜찮았어. 기자 같던데.. 그리고 내일 건은 특집 때문에 취소 됐거든. 미안. ,무슨 특집요? 다 준비됐는데.. 계획대로 한 달 걸려 촬영도 다 된 거고..,어.. 나중에 나갈 거야.,남성분이 어떻게 난동을 부리고 있으신가요?,지금 술을 너무 많이 마셔서 제정신이 아닌것 같아요. 술에 취해서 술병을 던지려고 하고 있어요. 
"어, 잠시만..",누가 강도야!!,글쎄요.,학생 한명이 끌려가고 있다고요?,네
와.. 간만에 나오니까 좋다. 시원하구..,에어컨 끌게요. 차가 잘 안 나가네.,근데.. 경찰이 은행 강도가 되면.. 기분이 어때요? ,지금 환자분 숨을 쉬고 계시나요?,"네 숨은 쉬고 있는데, 열이 많이 나요"
